ArtistID,ArtistName,ArtistTag
"ARODBRG1187FB3FD99","Nick Cave & The Bad Seeds","australia"
"ARWY7I71187FB36C3D","Lesley Gore","classic pop and rock"
"ARW63KF1187B98AC48","Julien Clerc","french"
"AR8H87D1187FB3A841","Glen Campbell","classic pop and rock"
"ARBGWMW1187B9AEA3E","Savage Garden","australian"
"ARBGWMW1187B9AEA3E","Savage Garden","pop"
"ARBGWMW1187B9AEA3E","Savage Garden","soft rock"
"ARBGWMW1187B9AEA3E","Savage Garden","duo"
"ARBGWMW1187B9AEA3E","Savage Garden","classic pop and rock"
"ARBGWMW1187B9AEA3E","Savage Garden","rock"
"ARBGWMW1187B9AEA3E","Savage Garden","melodic rock"
"AR6G4V01187B9AD086","Queens Of The Stone Age","stoner rock"
"AR6G4V01187B9AD086","Queens Of The Stone Age","american"
"AR6G4V01187B9AD086","Queens Of The Stone Age","hard rock"
"AR6G4V01187B9AD086","Queens Of The Stone Age","rock"
"AR6G4V01187B9AD086","Queens Of The Stone Age","rock and indie"
"AR6G4V01187B9AD086","Queens Of The Stone Age","alternative rock"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","madchester"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","english"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","indie"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","uk"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","rock"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","rock and indie"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","british"
"ARCFOZ71187FB43A0D","The Dirty Skirts","durban"
"ARCFOZ71187FB43A0D","The Dirty Skirts","south africa"
"ARXWAQQ1187B9AE954","Redman","soul and reggae"
"ARXWAQQ1187B9AE954","Redman","new york"
"ARXWAQQ1187B9AE954","Redman","us"
"ARXWAQQ1187B9AE954","Redman","american"
"ARXWAQQ1187B9AE954","Redman","hip-hop"
"ARXWAQQ1187B9AE954","Redman","rap"
"ARL6XZC1187FB3936E","Solistiyhtye Suomi","finnish"
"AR4PCIG1187B98D07D","Ellen McIlwaine","singer-songwriter"
"AR4PCIG1187B98D07D","Ellen McIlwaine","slide guitar"
"AR4PCIG1187B98D07D","Ellen McIlwaine","american"
"AR1X2H01187B98CCF2","Maurice Chevalier","french"
"ARBQBZV1187B99D29E","Carl Cox Vs Yousef","uk"
"ARBQBZV1187B99D29E","Carl Cox Vs Yousef","english"
"ARBQBZV1187B99D29E","Carl Cox Vs Yousef","british"
"AR9ODB41187FB459B2","Organized Konfusion","group"
"AR9ODB41187FB459B2","Organized Konfusion","hip-hop"
"ARF3GX71187FB3EB66","Martina McBride","country"
"AR3PN3R1187FB4CEBD","Horace Andy","classic pop and rock"
"AREOGMA1187B9908EF","Hot Tuna","folk"
"AR8YV1I1187FB45D2B","Rory Block","folk"
"ARR9XGB1187B9912E6","Boyz II Men","soul and reggae"
"ARTB5PP1187FB523B7","Donny Hathaway","rock and indie"
"ARCZ20M1187FB49687","Tony Joe White","country"
"ARDF8K01187FB37200","Wolfmother","rock and indie"
"AR11NP91187B9901B4","The Roches","folk"
"AR11NP91187B9901B4","The Roches","rock"
"AR11NP91187B9901B4","The Roches","american"
"AR19SOA1187B98F6E6","Bob Neuwirth","american"
"ARSE6YI1187B9B9CD2","James Hunter","jazz and blues"
"ARYO9BU1187B9ADA88","Porcupine Tree","progressive rock"
"ARYO9BU1187B9ADA88","Porcupine Tree","british"
"ARYO9BU1187B9ADA88","Porcupine Tree","progressive metal"
"ARYO9BU1187B9ADA88","Porcupine Tree","metal"
"ARYO9BU1187B9ADA88","Porcupine Tree","uk"
"ARYO9BU1187B9ADA88","Porcupine Tree","psychedelic rock"
"ARYO9BU1187B9ADA88","Porcupine Tree","english"
"ARYO9BU1187B9ADA88","Porcupine Tree","classic pop and rock"
"ARYO9BU1187B9ADA88","Porcupine Tree","folk"
"ARYO9BU1187B9ADA88","Porcupine Tree","new prog"
"ARYO9BU1187B9ADA88","Porcupine Tree","rock"
"AR6XPWV1187B9ADAEB","Foo Fighters","rock"
"AR6XPWV1187B9ADAEB","Foo Fighters","post-grunge"
"AR6XPWV1187B9ADAEB","Foo Fighters","american"
"AR6XPWV1187B9ADAEB","Foo Fighters","alternative rock"
"AR6XPWV1187B9ADAEB","Foo Fighters","hard rock"
"AR6XPWV1187B9ADAEB","Foo Fighters","rock and indie"
"AR6PJ8R1187FB5AD70","Shakira Featuring Wyclef Jean","colombian"
"AR6PJ8R1187FB5AD70","Shakira Featuring Wyclef Jean","classic pop and rock"
"AR6PJ8R1187FB5AD70","Shakira Featuring Wyclef Jean","español"
"AR6PJ8R1187FB5AD70","Shakira Featuring Wyclef Jean","colombia"
"AR6PJ8R1187FB5AD70","Shakira Featuring Wyclef Jean","alternative"
"AR4CG3B1187FB5B861","The Avengers","punk"
"AR4CG3B1187FB5B861","The Avengers","usa"
"AR4CG3B1187FB5B861","The Avengers","california"
"AR4CG3B1187FB5B861","The Avengers","san francisco"
"AR7BMMV1187FB5B2D7","Robben Ford","jazz and blues"
"ARBJSO81187B9BA09B","Soda Stereo","rock en espanol"
"ARBJSO81187B9BA09B","Soda Stereo","rock"
"ARBJSO81187B9BA09B","Soda Stereo","latin"
"ARBJSO81187B9BA09B","Soda Stereo","dinamo"
"ARAEX7Y1187FB42D36","Toni Braxton Featuring Shaggy","hip hop rnb and dance hall"
"ARK2G5U1187FB46B34","Perrey And Kingsley","classical"
"ARK2G5U1187FB46B34","Perrey And Kingsley","production music"
"AR89DTT1187B9A7ED5","Suzanne Ciani","instrumental"
"AR89DTT1187B9A7ED5","Suzanne Ciani","electronic"
"AR89DTT1187B9A7ED5","Suzanne Ciani","new wave"
"ARYJSY01187B9B7C65","Dolly Parton","country"
"ARYJSY01187B9B7C65","Dolly Parton","folk"
"ARYJSY01187B9B7C65","Dolly Parton","american"
"ARYJSY01187B9B7C65","Dolly Parton","pop"
"ARYJSY01187B9B7C65","Dolly Parton","bluegrass"
"ARFVYJI1187B9B8E13","Pearl Jam","grunge"
"ARFVYJI1187B9B8E13","Pearl Jam","rock"
"ARFVYJI1187B9B8E13","Pearl Jam","seattle"
"ARFVYJI1187B9B8E13","Pearl Jam","alternative rock"
"ARFVYJI1187B9B8E13","Pearl Jam","american"
"ARFVYJI1187B9B8E13","Pearl Jam","hard rock"
"ARFVYJI1187B9B8E13","Pearl Jam","rock and indie"
"ARBM4TC1187FB5CE98","Natalie Cole","jazz and blues"
"ARMQHX71187B9890D3","Mastodon","heavy metal"
"ARMQHX71187B9890D3","Mastodon","sludge metal"
"ARMQHX71187B9890D3","Mastodon","progressive metal"
"ARMQHX71187B9890D3","Mastodon","metal"
"ARMQHX71187B9890D3","Mastodon","alternative metal"
"ARMQHX71187B9890D3","Mastodon","american"
"ARMQHX71187B9890D3","Mastodon","groove metal"
"ARMQHX71187B9890D3","Mastodon","rock and indie"
"AR035N21187FB3938E","BT","trance"
"AR035N21187FB3938E","BT","electronic"
"AR035N21187FB3938E","BT","progressive house"
"AR035N21187FB3938E","BT","composer"
"AR035N21187FB3938E","BT","film composer"
"ARANOZN1187B9B373E","Descendents","punk"
"ARANOZN1187B9B373E","Descendents","hardcore punk"
"ARANOZN1187B9B373E","Descendents","pop-punk"
"ARANOZN1187B9B373E","Descendents","california"
"ARANOZN1187B9B373E","Descendents","lomita"
"ARANOZN1187B9B373E","Descendents","usa"
"ARMQ32V1187B9999F3","Norrie Paramor","orchestral conductor"
"ARMQ32V1187B9999F3","Norrie Paramor","arranger"
"ARMQ32V1187B9999F3","Norrie Paramor","composer"
"ARMQ32V1187B9999F3","Norrie Paramor","record producer"
"AR1GYND1187B9A9CD3","Diesel Boy","punk"
"AR1GYND1187B9A9CD3","Diesel Boy","usa"
"AR1PCLK1187FB5BBFF","Angelo Badalamenti","soundtrack"
"AR1PCLK1187FB5BBFF","Angelo Badalamenti","american"
"ARF0W6Z1187B9AC325","Cradle Of Filth","gothic metal"
"ARF0W6Z1187B9AC325","Cradle Of Filth","black metal"
"ARF0W6Z1187B9AC325","Cradle Of Filth","symphonic black metal"
"ARF0W6Z1187B9AC325","Cradle Of Filth","british"
"ARF0W6Z1187B9AC325","Cradle Of Filth","metal"
"ARF0W6Z1187B9AC325","Cradle Of Filth","extreme gothic metal"
"ARF0W6Z1187B9AC325","Cradle Of Filth","extreme symphonic metal"
"ARK9TRQ1187B99C095","Nine Inch Nails","industrial rock"
"ARK9TRQ1187B99C095","Nine Inch Nails","american"
"ARK9TRQ1187B99C095","Nine Inch Nails","rock"
"ARK9TRQ1187B99C095","Nine Inch Nails","industrial"
"ARK9TRQ1187B99C095","Nine Inch Nails","electronic"
"ARK9TRQ1187B99C095","Nine Inch Nails","creative commons"
"ARK9TRQ1187B99C095","Nine Inch Nails","rock and indie"
"ARK9TRQ1187B99C095","Nine Inch Nails","américain"
"ARK9TRQ1187B99C095","Nine Inch Nails","alternative rock"
"ARK9TRQ1187B99C095","Nine Inch Nails","synthpop"
"ARK9TRQ1187B99C095","Nine Inch Nails","usa"
"ARK9TRQ1187B99C095","Nine Inch Nails","industrial metal"
"ARGWIHH1187B9A79B0","Test Icicles","indie"
"ARGWIHH1187B9A79B0","Test Icicles","alternative"
"ARGWIHH1187B9A79B0","Test Icicles","rock"
"ARGWIHH1187B9A79B0","Test Icicles","experimental"
"ARGWIHH1187B9A79B0","Test Icicles","british"
"ARGWIHH1187B9A79B0","Test Icicles","indie rock"
"AR5MK521187B98E0B8","Heaven 17","new wave"
"AR5MK521187B98E0B8","Heaven 17","english"
"AR5MK521187B98E0B8","Heaven 17","uk"
"AR5MK521187B98E0B8","Heaven 17","synthpop"
"AR5MK521187B98E0B8","Heaven 17","classic pop and rock"
"AR5MK521187B98E0B8","Heaven 17","electronic"
"AR5MK521187B98E0B8","Heaven 17","british"
"ARLSF8H1187B9A76B0","Dimmu Borgir","norwegian"
"ARLSF8H1187B9A76B0","Dimmu Borgir","black metal"
"ARLSF8H1187B9A76B0","Dimmu Borgir","melodic black metal"
"ARLSF8H1187B9A76B0","Dimmu Borgir","symphonic black metal"
"ARLSF8H1187B9A76B0","Dimmu Borgir","metal"
"ARDG9Z71187B997023","Public Image Ltd","uk"
"ARDG9Z71187B997023","Public Image Ltd","british"
"ARDG9Z71187B997023","Public Image Ltd","english"
"ARDG9Z71187B997023","Public Image Ltd","rock and indie"
"ARDG9Z71187B997023","Public Image Ltd","punk"
"ARDG9Z71187B997023","Public Image Ltd","england"
"ARDG9Z71187B997023","Public Image Ltd","indie"
"ARDG9Z71187B997023","Public Image Ltd","post punk"
"ARDG9Z71187B997023","Public Image Ltd","alternative"
"AR56P361187B9AC4DB","Gary Moore","blues rock"
"AR56P361187B9AC4DB","Gary Moore","hard rock"
"AR56P361187B9AC4DB","Gary Moore","rock"
"ARVML631187B99E90D","The B-52's","classic pop and rock"
"ARVML631187B99E90D","The B-52's","united states"
"ARD3LXU1187B9ABFC5","Sex Pistols","british"
"ARD3LXU1187B9ABFC5","Sex Pistols","punk rock"
"ARD3LXU1187B9ABFC5","Sex Pistols","uk"
"ARD3LXU1187B9ABFC5","Sex Pistols","london"
"ARD3LXU1187B9ABFC5","Sex Pistols","england"
"ARD3LXU1187B9ABFC5","Sex Pistols","english"
"ARD3LXU1187B9ABFC5","Sex Pistols","britannique"
"ARD3LXU1187B9ABFC5","Sex Pistols","classic pop and rock"
"ARD3LXU1187B9ABFC5","Sex Pistols","rock"
"ARD3LXU1187B9ABFC5","Sex Pistols","punk"
"ARC6UC81187B989062","Hem","country"
"ARC6UC81187B989062","Hem","folk"
"ARKZJ301187FB521B2","Lily Allen","uk"
"ARKZJ301187FB521B2","Lily Allen","british"
"ARKZJ301187FB521B2","Lily Allen","pop and chart"
"ARKZJ301187FB521B2","Lily Allen","united kingdom"
"ARKZJ301187FB521B2","Lily Allen","electropop"
"ARKZJ301187FB521B2","Lily Allen","britannique"
"ARKZJ301187FB521B2","Lily Allen","pop"
"ARKZJ301187FB521B2","Lily Allen","english"
"ARU9KWP1187B98B2A7","Busdriver","hip hop rnb and dance hall"
"ARTEGHH1187FB435C8","Bebo & Cigala","world"
"ARRH2S81187B98C8AA","Bongzilla","american"
"ARRH2S81187B98C8AA","Bongzilla","sludge metal"
"ARRH2S81187B98C8AA","Bongzilla","metal"
"ARRH2S81187B98C8AA","Bongzilla","doom metal"
"ARRH2S81187B98C8AA","Bongzilla","stoner metal"
"ARWAPYC1187FB3FCAF","S.U.P","french"
"ARWAPYC1187FB3FCAF","S.U.P","french metal"
"ARWAPYC1187FB3FCAF","S.U.P","metal"
"ARILV5E1187B9959C8","Boogie Pimps","pop and chart"
"ARVG4OK1187B9B6BD3","The Killers","rock and indie"
"ARVG4OK1187B9B6BD3","The Killers","united states"
"ARVG4OK1187B9B6BD3","The Killers","alternative rock"
"ARVG4OK1187B9B6BD3","The Killers","american"
"ARVG4OK1187B9B6BD3","The Killers","usa"
"ARVG4OK1187B9B6BD3","The Killers","heartland rock"
"ARVG4OK1187B9B6BD3","The Killers","américain"
"ARIN12F1187FB3E92C","Grant Geissman","production music"
"ARD5K161187B9AC784","Orbital","british"
"ARD5K161187B9AC784","Orbital","english"
"ARD5K161187B9AC784","Orbital","sevenoaks"
"ARD5K161187B9AC784","Orbital","house"
"ARD5K161187B9AC784","Orbital","techno"
"ARD5K161187B9AC784","Orbital","electronica"
"ARD5K161187B9AC784","Orbital","electronic"
"ARD5K161187B9AC784","Orbital","ambient techno"
"ARD5K161187B9AC784","Orbital","uk"
"ARD5K161187B9AC784","Orbital","dance and electronica"
"ARSTH0R1187B98951E","Moonsorrow","black metal"
"ARSTH0R1187B98951E","Moonsorrow","finnish"
"ARSTH0R1187B98951E","Moonsorrow","folk metal"
"ARSTH0R1187B98951E","Moonsorrow","pagan metal"
"ARSTH0R1187B98951E","Moonsorrow","finland"
"ARSTH0R1187B98951E","Moonsorrow","viking metal"
"ARSTH0R1187B98951E","Moonsorrow","metal"
"ARSL5SP1187B9A7AE0","N.W.A.","hip hop rnb and dance hall"
"ARCE0H01187B9AF741","Rage Against The Machine","funk metal"
"ARCE0H01187B9AF741","Rage Against The Machine","alternative rock"
"ARCE0H01187B9AF741","Rage Against The Machine","alternative metal"
"ARCE0H01187B9AF741","Rage Against The Machine","rapcore"
"ARCE0H01187B9AF741","Rage Against The Machine","rock"
"ARCE0H01187B9AF741","Rage Against The Machine","metal"
"ARCE0H01187B9AF741","Rage Against The Machine","american"
"ARCE0H01187B9AF741","Rage Against The Machine","rock and indie"
"ARCE0H01187B9AF741","Rage Against The Machine","political"
"ARCE0H01187B9AF741","Rage Against The Machine","angry"
"ARZWK2R1187B98F09F","Rise Against","hardcore punk"
"ARZWK2R1187B98F09F","Rise Against","rock"
"ARZWK2R1187B98F09F","Rise Against","american"
"ARZWK2R1187B98F09F","Rise Against","punk rock"
"ARZWK2R1187B98F09F","Rise Against","melodic hardcore"
"ARZWK2R1187B98F09F","Rise Against","rock and indie"
"ARZWK2R1187B98F09F","Rise Against","punk"
"ARZWK2R1187B98F09F","Rise Against","usa"
"ARMBTFC1187FB56343","Korn","american"
"ARMBTFC1187FB56343","Korn","nu metal"
"ARMBTFC1187FB56343","Korn","metal"
"ARMBTFC1187FB56343","Korn","nu-metal"
"ARMBTFC1187FB56343","Korn","new metal"
"ARMBTFC1187FB56343","Korn","alternative metal"
"ARMBTFC1187FB56343","Korn","united states"
"ARMBTFC1187FB56343","Korn","industrial metal"
"ARBH0MS1187FB36311","Sir Neville Marriner","conductor"
"ARBM57Q1187B9AF97C","James Horner","soundtrack"
"ARBM57Q1187B9AF97C","James Horner","classical"
"ARBM57Q1187B9AF97C","James Horner","contemporary classical"
"ARBM57Q1187B9AF97C","James Horner","american"
"ARBM57Q1187B9AF97C","James Horner","easy listening soundtracks and musicals"
"ARMQHX71187B9890D3","Mastodon","heavy metal"
"ARMQHX71187B9890D3","Mastodon","sludge metal"
"ARMQHX71187B9890D3","Mastodon","progressive metal"
"ARMQHX71187B9890D3","Mastodon","metal"
"ARMQHX71187B9890D3","Mastodon","alternative metal"
"ARMQHX71187B9890D3","Mastodon","american"
"ARMQHX71187B9890D3","Mastodon","groove metal"
"ARMQHX71187B9890D3","Mastodon","rock and indie"
"ARUJ5A41187FB3F5F1","U2","irish"
"ARUJ5A41187FB3F5F1","U2","rock"
"ARUJ5A41187FB3F5F1","U2","ireland"
"ARUJ5A41187FB3F5F1","U2","irlandais"
"ARUJ5A41187FB3F5F1","U2","classic pop and rock"
"ARUJ5A41187FB3F5F1","U2","éire"
"ARUJ5A41187FB3F5F1","U2","irlande"
"ARMBTFC1187FB56343","Korn","american"
"ARMBTFC1187FB56343","Korn","nu metal"
"ARMBTFC1187FB56343","Korn","metal"
"ARMBTFC1187FB56343","Korn","nu-metal"
"ARMBTFC1187FB56343","Korn","new metal"
"ARMBTFC1187FB56343","Korn","alternative metal"
"ARMBTFC1187FB56343","Korn","united states"
"ARMBTFC1187FB56343","Korn","industrial metal"
"AR97EHA1187B98AD5F","Blind Blake & The Royal Victoria Hotel Calypsos","ragtime"
"AR97EHA1187B98AD5F","Blind Blake & The Royal Victoria Hotel Calypsos","country blues"
"AR97EHA1187B98AD5F","Blind Blake & The Royal Victoria Hotel Calypsos","delta blues"
"AR97EHA1187B98AD5F","Blind Blake & The Royal Victoria Hotel Calypsos","chicago blues"
"AR97EHA1187B98AD5F","Blind Blake & The Royal Victoria Hotel Calypsos","american"
"AR97EHA1187B98AD5F","Blind Blake & The Royal Victoria Hotel Calypsos","piedmont blues"
"AR4B3RX1187B9A868A","Alexandre Desplat","easy listening soundtracks and musicals"
"AR6892W1187B9AC71B","Placebo","alternative rock"
"AR6892W1187B9AC71B","Placebo","british"
"AR6892W1187B9AC71B","Placebo","indie rock"
"AR6892W1187B9AC71B","Placebo","britannique"
"AR6892W1187B9AC71B","Placebo","rock and indie"
"AR6892W1187B9AC71B","Placebo","uk"
"AR6892W1187B9AC71B","Placebo","rock"
"ARGNGRI11E2835D567","Tam Tam Go!","spanish"
"ARGNGRI11E2835D567","Tam Tam Go!","pop"
"ARBJSO81187B9BA09B","Soda Stereo","rock en espanol"
"ARBJSO81187B9BA09B","Soda Stereo","rock"
"ARBJSO81187B9BA09B","Soda Stereo","latin"
"ARBJSO81187B9BA09B","Soda Stereo","dinamo"
"ARQXR6R1187FB46FD6","Soul Asylum","american underground"
"ARQXR6R1187FB46FD6","Soul Asylum","classic pop and rock"
"AR3PN3R1187FB4CEBD","Horace Andy","classic pop and rock"
"ARX9YIP1187B98A656","RUN-DMC","hip-hop"
"ARX9YIP1187B98A656","RUN-DMC","rock and indie"
"ARX9YIP1187B98A656","RUN-DMC","hip hop"
"ARX9YIP1187B98A656","RUN-DMC","rap"
"AR74Q3R1187B9B24C3","Nightwish","finnish"
"AR74Q3R1187B9B24C3","Nightwish","symphonic metal"
"AR74Q3R1187B9B24C3","Nightwish","metal"
"AR74Q3R1187B9B24C3","Nightwish","symphonic power metal"
"AR74Q3R1187B9B24C3","Nightwish","finland"
"AR74Q3R1187B9B24C3","Nightwish","gothic metal"
"AR74Q3R1187B9B24C3","Nightwish","scandinavia"
"AR74Q3R1187B9B24C3","Nightwish","scandinave"
"AR74Q3R1187B9B24C3","Nightwish","scandinavie"
"AR74Q3R1187B9B24C3","Nightwish","scandinavian"
"AR74Q3R1187B9B24C3","Nightwish","finlande"
"AR74Q3R1187B9B24C3","Nightwish","power metal"
"AR74Q3R1187B9B24C3","Nightwish","heavy metal"
"AR74Q3R1187B9B24C3","Nightwish","finlandais"
"AR1PCLK1187FB5BBFF","Angelo Badalamenti","soundtrack"
"AR1PCLK1187FB5BBFF","Angelo Badalamenti","american"
"AR0G47L1187B98CC6D","Frank Chacksfield","production music"
"ARTW7I31187B9A4CA9","!!!","sillyname"
"ARTW7I31187B9A4CA9","!!!","warp"
"ARTW7I31187B9A4CA9","!!!","alternative rock"
"ARTW7I31187B9A4CA9","!!!","rock and indie"
"ARSZ6MA1187FB43D29","The Notorious B.I.G.","hip hop rnb and dance hall"
"ARSZ6MA1187FB43D29","The Notorious B.I.G.","hip hop"
"ARDIBRT1187B9AF176","Led Zeppelin","hard rock"
"ARDIBRT1187B9AF176","Led Zeppelin","rock"
